customer_key,customer_id,age,gender,state,city,customer_type,customer_segment,loan_type,customer_since_date,age_group,region
1538,c5445f10-070e-4179-9138-a6f5d8b96bae,34,F,Maharashtra,Pune,Retail,Mass,Home Loan,2021-05-16,26-35,West
1539,f02c5bee-36b9-4e4a-bc5b-618a7823faec,40,M,Haryana,Gurugram,Corporate,Mass,Personal Loan,2021-10-17,36-45,North
1540,ea416b03-e458-4a2d-9620-35bdcdd7dd7a,55,M,Delhi,Delhi,Retail,Premium,Personal Loan,2024-05-25,46-55,North
1541,35340b4e-a911-42d3-860d-ee991a21a1f0,37,F,Haryana,Gurugram,Retail,Mass,Personal Loan,2020-12-18,36-45,North
1542,040ac512-0df3-45a7-8851-cccd7ddf31e7,50,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2023-02-06,46-55,South
1543,356ad9f9-6c90-495c-8a67-065dfab25c4e,50,F,Delhi,Delhi,SME,Mass,Personal Loan,2024-02-15,46-55,North
1544,92fb0c02-a55b-4ea3-b7ed-c5c0fd23a994,35,F,Maharashtra,Mumbai,Retail,High Value,Auto Loan,2024-12-13,26-35,West
1545,15da2564-a48f-4c02-a560-415af640cef0,45,M,Delhi,Delhi,Retail,Premium,Credit Card,2022-02-12,36-45,North
1546,4cc0fd52-5fe6-4341-8619-609df7eeb9b1,35,F,Delhi,Delhi,Retail,Mass,Credit Card,2024-06-26,26-35,North
1547,6f46b522-af7b-4abc-b0e7-9bc53c02dcb2,53,F,Karnataka,Bengaluru,SME,Mass,Personal Loan,2022-06-06,46-55,South
1548,96121e34-f794-4ad1-a6e3-e7a54d54843e,45,F,Maharashtra,Pune,Retail,Mass,Credit Card,2025-08-24,36-45,West
1549,f4ba7ac0-e820-4b5b-917c-ffcb71e1ff01,23,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2022-07-12,18-25,South
1550,2b3bbd6f-e0fa-4740-8b23-58385700470e,39,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2022-06-26,36-45,South
1551,c9176f44-c65a-4b63-a35a-8cdef4427b6d,57,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2023-02-17,56-65,West
1552,378e2b5e-2b86-4c3e-b185-dfc85b92ad7a,35,M,Delhi,Delhi,Corporate,Mass,Home Loan,2022-05-29,26-35,North
1553,f903dd0d-c689-429d-8193-24ea3cbe2949,43,M,Karnataka,Bengaluru,Corporate,Mass,Personal Loan,2020-07-24,36-45,South
1554,83a32c2e-05d3-4dca-adab-ae6004d491d9,44,F,Delhi,Delhi,Retail,Premium,Personal Loan,2021-05-30,36-45,North
1555,3af4893e-fe86-4b3c-845f-eb5d0b5d8c49,25,F,Karnataka,Bengaluru,Retail,Mass,None,2023-08-06,18-25,South
1556,15267631-8829-4c21-a83a-abef30cf6de2,44,M,Maharashtra,Pune,SME,Mass,Personal Loan,2021-03-25,36-45,West
1557,7b804560-f48e-40e0-a19d-87c36ca5b342,21,F,West Bengal,Kolkata,Corporate,High Value,Personal Loan,2020-10-11,18-25,East
1558,db0268d0-0304-4530-8132-7006369b0d8f,30,M,Delhi,Delhi,Retail,Mass,Credit Card,2025-02-15,26-35,North
1559,7ce1106f-8d3e-4e3a-a9b4-8929b0fd0ca8,50,F,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2024-01-15,46-55,South
1560,fc022aea-bc6e-4a87-bce9-9b3ed8ffbd2c,42,M,Uttar Pradesh,Noida,Retail,Wealth,Personal Loan,2021-12-07,36-45,North
1561,f16f6abf-1417-4210-8e57-ce5135008d1d,34,F,Andhra Pradesh,Visakhapatnam,SME,Mass,Personal Loan,2023-03-09,26-35,South
1562,325593f2-7e4f-4282-b677-e8f413aa2763,43,M,Tamil Nadu,Chennai,Retail,High Value,Personal Loan,2025-04-07,36-45,South
1563,404d9466-2fbd-446f-8979-622fcbf75037,37,F,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2023-06-01,36-45,West
1564,98c133d1-5375-4e55-b539-fb00d2d9570c,38,M,Gujarat,Ahmedabad,Retail,Premium,Personal Loan,2023-12-16,36-45,West
1565,ae9ac3eb-a549-421b-a3a9-c0da9cc00c2c,45,F,Haryana,Gurugram,Retail,Mass,Home Loan,2021-12-16,36-45,North
1566,207e879d-e370-4b93-87ba-2c2b27142374,29,F,Delhi,Delhi,Retail,Mass,Auto Loan,2023-03-07,26-35,North
1567,85ead55e-38a2-44e3-8840-ad364d072d19,38,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-03-28,36-45,West
1568,b09b1996-f378-4b4d-828f-ab69693225b7,34,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-09-25,26-35,West
1569,86566568-18a2-479f-b9a7-4ad7f1b1f9c4,18,F,Delhi,Delhi,Retail,Mass,Personal Loan,2024-06-06,18-25,North
1570,9987ac41-5731-49fe-b67f-6bbdc7811599,26,F,Delhi,Delhi,Retail,Mass,Personal Loan,2025-02-22,26-35,North
1571,935bda2f-ea7b-4cbe-bd73-5ebee33ce444,56,M,Delhi,Delhi,Retail,Premium,Personal Loan,2021-03-16,56-65,North
1572,406373d1-9e61-4389-8fa3-6a9228e61fb3,42,M,Telangana,Hyderabad,Retail,Mass,Home Loan,2024-07-08,36-45,South
1573,84e88aed-30b7-46e6-8dc1-58aa2cdd567b,22,M,Telangana,Hyderabad,Retail,Premium,Personal Loan,2022-07-13,18-25,South
1574,166d0a94-0560-44de-ab71-5f1cdc3930ca,19,F,Uttar Pradesh,Noida,Retail,High Value,Credit Card,2025-04-21,18-25,North
1575,07d5480d-c4c7-48eb-b5fb-d69905657088,36,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2023-08-02,36-45,West
1576,01114eb1-046a-4b68-852e-1ce53998ff84,56,M,Karnataka,Bengaluru,Retail,Premium,Home Loan,2020-11-20,56-65,South
1577,dc857642-45f5-4020-aee1-7491698274b2,35,F,Haryana,Gurugram,Retail,Premium,Personal Loan,2022-06-25,26-35,North
1578,c14ae70c-528c-4062-8d73-4b17dce630df,53,F,Uttar Pradesh,Noida,SME,Mass,Personal Loan,2024-06-04,46-55,North
1579,2efd4d78-79b0-4eba-adbb-2d2e662a4243,42,F,Andhra Pradesh,Visakhapatnam,SME,Mass,None,2021-11-28,36-45,South
1580,6689bd18-5b69-43b8-85fe-db3df1495617,43,M,Gujarat,Ahmedabad,Retail,High Value,Personal Loan,2023-04-05,36-45,West
1581,0bdb9f4d-c4c7-43a5-99a6-34ed76909e7e,21,M,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2024-09-18,18-25,West
1582,4fe45799-cc6c-4ae9-8206-a3bc19efcdd0,49,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2020-07-18,46-55,South
1583,f9d468c5-9e6e-40fe-b9ac-81f183be1e63,33,M,Delhi,Delhi,Retail,Wealth,Credit Card,2020-11-13,26-35,North
1584,1a579997-3277-4039-90b7-5452d646d140,48,M,Karnataka,Bengaluru,SME,Mass,Personal Loan,2022-11-25,46-55,South
1585,f3a41b5f-a7d5-4cc9-ba4a-bfab1b2e2bed,28,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2025-10-27,26-35,South
1586,893faa36-d5c7-4ff8-93b3-8d0f7c7c1553,40,M,West Bengal,Kolkata,Retail,Premium,Credit Card,2023-10-02,36-45,East
1587,4fe56d0b-6490-444d-b8b4-e7eb236ac5c2,42,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-03-11,36-45,South
1588,da8e4db2-9e33-4d90-9ec8-5b15566e605f,36,M,Telangana,Hyderabad,Retail,Mass,Home Loan,2020-11-29,36-45,South
1589,bdc57e43-3fd3-4116-b4b0-f3f2539a15b3,42,F,Karnataka,Bengaluru,SME,Premium,Credit Card,2021-12-28,36-45,South
1590,f247e5d7-c45d-40d4-829c-6d0d9ed5732f,34,M,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2024-10-14,26-35,West
1591,becfd8e2-a814-4ad8-9c9c-2ade90e6907c,30,F,Maharashtra,Mumbai,Retail,Mass,None,2023-03-18,26-35,West
1592,c411a737-d30d-449f-97d8-b33461d26880,57,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2025-01-07,56-65,West
1593,f6a40e1b-ad48-4e23-a1d5-434c6d814d2b,50,F,West Bengal,Kolkata,SME,Mass,Personal Loan,2023-05-30,46-55,East
1594,5322382b-3fa3-422f-9546-3e9501251681,28,F,Delhi,Delhi,Retail,High Value,Credit Card,2023-01-27,26-35,North
1595,4ecad93b-6276-430b-91b3-6e2b390c3d5f,44,M,Uttar Pradesh,Noida,Retail,Mass,Credit Card,2023-03-19,36-45,North
1596,2ac96908-31a7-4a1c-b55f-cef1d2747d27,29,F,Tamil Nadu,Chennai,Retail,High Value,Credit Card,2023-08-31,26-35,South
1597,c29d8725-6b0d-443a-b236-479cdde00f57,23,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2023-08-11,18-25,West
1598,c1e88b92-8033-4414-b1a8-c62a0f44bdd6,50,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2021-08-22,46-55,West
1599,bfeb9f5b-022e-4a54-b373-2713c88659f2,18,M,Haryana,Gurugram,Retail,Mass,Personal Loan,2023-03-27,18-25,North
1600,999a388b-6574-4ff9-b1fb-b47615cd133f,49,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2025-10-09,46-55,South
1601,8cc27eee-3214-469b-8739-525230c0d97b,34,M,West Bengal,Kolkata,Retail,Mass,Home Loan,2021-12-12,26-35,East
1602,3adb6f35-2d16-43b2-bca0-22856713959e,35,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2022-08-15,26-35,West
1603,343f8928-edbf-40c0-94f4-c45478d1043c,42,M,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2022-03-12,36-45,South
1604,5e397094-d978-4732-82a9-9c1a98fb07b4,44,F,Haryana,Gurugram,Retail,Mass,Credit Card,2022-02-10,36-45,North
1605,e8cfd831-3492-4926-ac9c-ca669ade2e5e,28,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2025-01-20,26-35,South
1606,7eb4932d-e8a1-4993-9821-286f68e342af,46,M,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2020-09-06,46-55,South
1607,fa488985-6277-4232-b50e-e7c092d12b20,39,M,Rajasthan,Jaipur,Retail,Premium,Credit Card,2020-07-31,36-45,North
1608,4651e002-fd88-46fc-9bb3-209216de0b9c,22,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2025-03-16,18-25,South
1609,37d1e41e-dd17-44a0-926a-53d40bbbd012,35,F,Delhi,Delhi,Retail,Mass,Credit Card,2024-10-21,26-35,North
1610,174c28f3-79b2-4888-bc5e-9defc8e5e4fb,54,M,Delhi,Delhi,Retail,High Value,Personal Loan,2024-08-27,46-55,North
1611,25c1d858-c678-4b14-87be-fabce8250528,58,F,Karnataka,Bengaluru,Retail,Mass,None,2020-09-17,56-65,South
1612,aaa5bc9f-ffc3-4840-9afe-2280f573dbd1,46,M,Maharashtra,Pune,Retail,Mass,Home Loan,2020-11-24,46-55,West
1613,a1f22f4c-3a19-4c5c-be4e-b61f5dd97eb1,23,M,Maharashtra,Pune,Corporate,Premium,Credit Card,2024-07-20,18-25,West
1614,b8e94ef8-b41a-4848-bb9b-d9bfc8dd22ca,43,M,Delhi,Delhi,Retail,Mass,Personal Loan,2022-07-20,36-45,North
1615,5d7898a7-ded9-44e8-9bb7-66a87149018a,48,M,Uttar Pradesh,Noida,SME,Premium,Credit Card,2024-09-02,46-55,North
1616,7d687a5d-01e5-4479-9252-946130a6b31c,46,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2025-10-17,46-55,South
1617,9f5b96c2-8c09-4d1e-a169-4205e2e76735,47,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2024-09-28,46-55,West
1618,ad946871-f6f2-4451-8b3e-d7d60a44611b,42,M,Telangana,Hyderabad,Retail,Wealth,Credit Card,2025-07-31,36-45,South
1619,8d298af1-9d75-4317-9de1-4e55092fd478,37,F,Andhra Pradesh,Visakhapatnam,Retail,Wealth,Auto Loan,2021-05-12,36-45,South
1620,83e48164-a589-4fd2-a5d1-d95e8654f257,30,F,Maharashtra,Mumbai,Retail,High Value,Credit Card,2021-09-14,26-35,West
1621,05663e30-bf50-4a04-a72d-87f7a07cf54e,18,F,Karnataka,Bengaluru,Retail,High Value,Credit Card,2024-12-29,18-25,South
1622,d5b095ce-6fc0-414b-8641-9f1cc29720b5,42,F,Telangana,Hyderabad,Corporate,Mass,Credit Card,2022-11-24,36-45,South
1623,b00c1317-ccb3-4a2c-8246-80bae8bc6b13,40,F,Haryana,Gurugram,Retail,Wealth,Credit Card,2024-11-17,36-45,North
1624,c5a27c8d-0c98-4963-876d-ea6f6c5204a2,44,M,Maharashtra,Mumbai,SME,High Value,Credit Card,2022-11-28,36-45,West
1625,4a185f7c-75a7-4f25-87e8-614b4206ef98,21,M,Delhi,Delhi,Retail,Mass,Home Loan,2021-02-05,18-25,North
1626,d5fe652a-c86b-4a7d-9d7f-a9bdd6b3552f,45,M,Maharashtra,Pune,Retail,Mass,Personal Loan,2021-03-09,36-45,West
1627,eb268407-b4ac-48cd-aed0-a3934c5939f8,62,F,Delhi,Delhi,Retail,Mass,Personal Loan,2021-06-10,56-65,North
1628,20c8fb87-8ceb-4707-967c-4d0cbe280112,38,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2024-09-06,36-45,West
1629,09fba285-8177-474d-a62b-bf454e7f908d,37,F,Maharashtra,Mumbai,Corporate,Premium,Auto Loan,2024-12-16,36-45,West
1630,871be0e3-aa1c-45dc-ad9e-e8a1f1e0b640,41,F,Delhi,Delhi,SME,Mass,Credit Card,2025-02-15,36-45,North
1631,a588896b-0a0b-438f-a1d7-d3838554d3e3,62,M,Delhi,Delhi,Corporate,Mass,Credit Card,2025-04-22,56-65,North
1632,81e8183b-3d31-48ca-bbd8-ba4df8577a68,25,F,Uttar Pradesh,Noida,Corporate,Mass,Credit Card,2022-08-23,18-25,North
1633,9988516d-e87c-4bd9-8b7d-30f6411ca2bb,40,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2022-05-26,36-45,South
1634,cf22a13e-127f-4a8f-890a-9a74dcc8d3c4,28,M,Tamil Nadu,Chennai,Retail,Wealth,Auto Loan,2021-03-04,26-35,South
1635,387dbc02-ec5a-4040-af5f-6db49f6219a1,31,F,Andhra Pradesh,Vijayawada,SME,Mass,None,2025-07-05,26-35,South
1636,9ef9a4c6-589f-43e8-9827-750b1b735985,37,M,Delhi,Delhi,Retail,Mass,Home Loan,2024-07-20,36-45,North
1637,83b54b8b-c446-4ff1-a9a6-e04638d67799,54,M,Delhi,Delhi,Retail,Mass,Home Loan,2022-01-07,46-55,North
1638,a67f6b10-0765-4a75-b891-d311432d863d,59,M,West Bengal,Kolkata,Retail,High Value,Personal Loan,2022-04-10,56-65,East
1639,cbbc717c-4dbe-4f98-aaef-794648e7ef81,43,M,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2023-08-31,36-45,South
1640,dadeff86-507d-48a2-9b9c-a43b24e26f77,33,F,Maharashtra,Pune,Retail,Mass,Credit Card,2025-03-03,26-35,West
1641,45457571-d36c-41ad-9486-fa1ba1f2663f,67,F,Maharashtra,Pune,Retail,Mass,Credit Card,2023-05-09,65+,West
1642,4e42d292-7c2c-42f8-b93a-cc5e42eef9e2,32,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-01-23,26-35,West
1643,e55c0a84-3b9b-42c2-a222-94005533ea42,31,M,Delhi,Delhi,Retail,Mass,Credit Card,2023-01-26,26-35,North
1644,594c3f5d-2c01-4ca5-9694-3260f882ebe6,18,M,Karnataka,Bengaluru,Retail,Premium,Personal Loan,2021-01-24,18-25,South
1645,2c85577d-9f48-4f63-bd8c-aab2d1acb965,54,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2024-12-06,46-55,West
1646,40f3ef62-c7fe-4703-8533-f12fdbe4b447,49,F,Delhi,Delhi,Retail,Mass,Personal Loan,2025-05-11,46-55,North
1647,64a1600c-c37f-4969-bbc6-a0db478938fc,67,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2021-12-18,65+,South
1648,a110d15a-cc62-4d1c-a1a2-20dc93b0a90b,21,M,Haryana,Gurugram,Retail,Mass,Credit Card,2025-11-14,18-25,North
1649,019c1117-345c-4e3c-80c2-000c63a471ca,55,F,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2020-08-14,46-55,West
1650,5ed2c2a9-a69c-4ef1-8067-1380c4e26b75,38,F,Haryana,Gurugram,Retail,Mass,Home Loan,2021-10-05,36-45,North
1651,65f379c0-505c-4cec-addc-b970639aaea7,47,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2023-10-18,46-55,South
1652,a4d51c38-3fd8-4803-98b3-dc95e2708670,18,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-01-07,18-25,South
1653,711e6997-a6b2-4e64-951a-59c9150329a7,55,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2023-11-20,46-55,South
1654,5296ee4e-72aa-42bc-ac03-3e5fa21cb558,47,M,Maharashtra,Mumbai,Retail,Wealth,Personal Loan,2023-10-31,46-55,West
1655,e65edf84-1cb9-4812-84d7-f41b5d328104,37,F,West Bengal,Kolkata,Retail,Mass,Credit Card,2021-05-28,36-45,East
1656,c6eec544-4dc5-4cd7-b201-f1782bcbea88,45,M,Delhi,Delhi,Retail,Mass,Personal Loan,2021-08-16,36-45,North
1657,fb346d31-afae-4753-8edf-e2a952554092,28,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-11-18,26-35,South
1658,f3ac13bf-a99e-4566-9b77-4716d853ff96,31,F,Uttar Pradesh,Noida,Retail,Premium,Credit Card,2025-01-07,26-35,North
1659,8a034d04-926d-4606-aed9-9c9cb2e10b98,32,F,Delhi,Delhi,Retail,High Value,Personal Loan,2023-01-16,26-35,North
1660,d0ff007b-39db-48d6-9976-b24a034bcc8c,18,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2022-06-11,18-25,West
1661,d03320f5-b915-49fd-90aa-e7197fd26b55,48,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2022-01-08,46-55,West
1662,876db763-e0ce-460e-a3ef-41ee513d66a4,52,F,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2024-04-14,46-55,South
1663,c499cc2f-ad55-45d7-a97b-f719e9870199,29,F,Haryana,Gurugram,Retail,Mass,Personal Loan,2023-05-13,26-35,North
1664,e4d117c4-58c7-46b3-a3f4-910108d13607,42,F,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2025-06-07,36-45,South
1665,333dc9bd-7e84-49f4-9905-e313918bcd35,34,F,West Bengal,Kolkata,Retail,Premium,Credit Card,2023-07-05,26-35,East
1666,b13ff2f3-ef7a-4a2a-870c-ec60263b4229,41,M,Uttar Pradesh,Noida,Retail,Mass,Home Loan,2022-03-29,36-45,North
1667,018d9bd4-45af-4963-a40c-5acd967a2e69,30,M,Uttar Pradesh,Noida,Retail,Mass,Auto Loan,2024-05-03,26-35,North
1668,a7dd5646-225c-4e4d-b881-123cdff724e8,27,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-04-04,26-35,South
1669,266e4481-56ca-4d82-88df-8d1e1acabdd9,50,O,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-06-22,46-55,West
1670,9830aa8c-760f-49e0-ac97-9b33a409b424,37,M,Uttar Pradesh,Noida,Retail,Premium,Credit Card,2021-04-04,36-45,North
1671,19b396ce-4f37-4661-8459-6c169c5d0768,62,M,Karnataka,Bengaluru,Retail,Mass,None,2022-09-11,56-65,South
1672,a8ad1520-2bff-4cf3-a8ae-74508aaf3357,38,F,Tamil Nadu,Chennai,Retail,Premium,Personal Loan,2020-12-20,36-45,South
1673,d2a0ad0a-2560-441a-8b65-9c50605fe667,26,M,Maharashtra,Pune,SME,Wealth,Credit Card,2025-08-31,26-35,West
1674,6e80461c-19da-454e-93be-9e6b760d2bc9,52,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2021-05-09,46-55,West
1675,5914290c-7301-48bd-b8a1-1d29805a4738,45,F,Haryana,Gurugram,Retail,Mass,Personal Loan,2025-10-06,36-45,North
1676,b09cf0a4-adda-4002-989b-fadfc78d4338,46,F,West Bengal,Kolkata,SME,Premium,Personal Loan,2024-03-28,46-55,East
1677,6251d6d2-8873-4b0e-80fb-4d766f64322a,52,F,Maharashtra,Pune,Retail,Premium,Personal Loan,2023-09-01,46-55,West
1678,fd876799-8095-429d-8eb5-5da425289a26,30,F,Delhi,Delhi,Retail,Mass,Credit Card,2024-09-15,26-35,North
1679,a37562e2-e27d-4f3f-8dcb-4b0a1b281453,36,M,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2020-08-02,36-45,West
1680,87c4edff-75dd-4657-b1e5-26ccce3ace13,35,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2021-02-11,26-35,South
1681,86f8424f-fdc5-4f67-8388-2b8cc0bdf41d,22,M,Maharashtra,Pune,Retail,High Value,Personal Loan,2022-11-16,18-25,West
1682,4a45606b-8078-4bbf-9146-74fbef709302,34,M,Haryana,Gurugram,Retail,Mass,Auto Loan,2023-07-11,26-35,North
1683,3904bb3a-ed9e-4b02-ac73-122cc2a137c2,54,F,Maharashtra,Pune,Retail,Mass,Credit Card,2021-10-31,46-55,West
1684,21714220-be5a-4bb5-b1bd-daad009e513d,40,F,Karnataka,Bengaluru,Retail,Wealth,None,2022-02-16,36-45,South
1685,6304014d-22b5-4b0a-a9ac-164e16f63f29,21,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2023-05-16,18-25,West
1686,88fbb4cd-c9be-4505-865c-2384a6dbfcd7,19,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2021-06-22,18-25,South
1687,4ecce070-31ad-4e7c-b4aa-32d6ca55a588,57,F,Telangana,Hyderabad,Retail,Mass,Auto Loan,2024-12-12,56-65,South
1688,e8dc19a1-8958-44c8-91db-a3367b73a66c,36,F,Telangana,Hyderabad,Retail,Mass,Home Loan,2024-06-25,36-45,South
1689,11764aed-9ecd-4ae6-ab88-9fd3bc626a93,30,F,Telangana,Hyderabad,Retail,Mass,Home Loan,2025-11-27,26-35,South
1690,41418306-93d5-4908-9c90-7e106bdc936f,34,F,Delhi,Delhi,Retail,Premium,Credit Card,2025-05-08,26-35,North
1691,04aa1822-0d60-4c29-b4d3-2601c14d92bd,20,M,Haryana,Gurugram,Retail,Premium,Credit Card,2024-11-30,18-25,North
1692,e3733e86-6c62-4d46-ad2c-0b6fc0b6b9a3,55,F,West Bengal,Kolkata,Retail,Mass,Credit Card,2022-08-01,46-55,East
1693,8ef3ca28-4c2f-4733-8713-282d8e763664,33,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2021-04-26,26-35,South
1694,daa94282-c751-43ab-bdbb-da2bc5de9482,54,F,Maharashtra,Pune,Retail,Mass,None,2022-10-09,46-55,West
1695,bdd7bd65-55d8-4b7d-afed-b54030927407,38,F,Tamil Nadu,Chennai,SME,Premium,Personal Loan,2023-07-26,36-45,South
1696,b534d139-0fdc-4b56-af0a-14ff6a1fdde9,55,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2024-07-10,46-55,South
1697,1526ec83-1204-4fec-a827-90ec48f3efba,41,M,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2025-06-13,36-45,West
1698,f7378e29-8d61-44a8-b3a0-13a195a4f612,48,M,Haryana,Gurugram,Retail,Premium,Personal Loan,2022-10-20,46-55,North
1699,940b3b32-d53e-4e9b-adca-91bd0528a62a,46,F,Rajasthan,Jaipur,Retail,High Value,Personal Loan,2025-03-26,46-55,North
1700,3a414a5f-8b7f-40aa-96a9-74c6e1d1b953,45,F,Maharashtra,Pune,Retail,Premium,Personal Loan,2021-09-04,36-45,West
1701,c399daa2-1756-4e77-9e49-776cd3cd10ee,42,F,West Bengal,Kolkata,Retail,Mass,Home Loan,2023-10-07,36-45,East
1702,dd1cd7ff-d0b0-45e4-8572-21208c6ff54a,35,M,Andhra Pradesh,Vijayawada,SME,Wealth,Auto Loan,2024-02-01,26-35,South
1703,194a3cc0-3db6-4bae-a3f0-b14035a0261a,60,M,Delhi,Delhi,Retail,High Value,Personal Loan,2025-11-09,56-65,North
1704,2f115590-9db5-4a07-90a9-47f1064e4b67,27,F,Tamil Nadu,Chennai,SME,Mass,Credit Card,2024-09-04,26-35,South
1705,c0d2201d-ac3e-4f42-948a-69817e3a72bc,38,F,Delhi,Delhi,Retail,Mass,Credit Card,2025-12-06,36-45,North
1706,2e414aed-4233-48fe-8f35-bbe3718bd361,38,M,Andhra Pradesh,Vijayawada,Retail,Premium,Credit Card,2022-01-12,36-45,South
1707,6688afc8-f052-4d8f-8ce0-c9119fa3e53c,42,F,Maharashtra,Mumbai,SME,Mass,Credit Card,2023-04-28,36-45,West
1708,5a3e1107-adfb-4b60-9724-8084298e8876,32,M,Delhi,Delhi,Retail,Premium,None,2021-09-13,26-35,North
1709,e59c9aed-4e93-47c7-982b-493a5f0a6990,41,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2022-11-28,36-45,West
1710,c7c34568-662d-4cb1-81c9-e32cb24a978b,35,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2020-10-11,26-35,South
1711,ab190429-6f83-45ac-8b63-44eedba6188a,19,M,Haryana,Gurugram,Retail,Mass,Credit Card,2021-09-17,18-25,North
1712,40a632a6-76cd-436b-ae26-b4ea77fd673a,38,M,Delhi,Delhi,Retail,High Value,Credit Card,2025-03-12,36-45,North
1713,f6bbdd27-a883-4bbc-8674-86dc97a08fee,24,F,Kerala,Kochi,SME,Mass,Credit Card,2025-05-13,18-25,South
1714,339a8e14-7ff9-4a4b-ad0a-036b5154b584,18,F,Gujarat,Ahmedabad,Retail,Premium,Personal Loan,2021-02-18,18-25,West
1715,aab24d5c-3fc6-48ae-bb35-2cb3a6f0b8f1,39,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-07-12,36-45,South
1716,3b1a745f-656c-490d-8fd3-e556d89e20e4,43,M,Maharashtra,Pune,Retail,Mass,Auto Loan,2021-10-24,36-45,West
1717,c6730eea-ae47-40f6-b3c7-bf6a373d719d,44,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2022-07-24,36-45,South
1718,0953d5bb-ee63-456a-902b-48953a61371a,44,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2022-02-28,36-45,South
1719,42e5ff14-bd92-49fd-910d-0aa309a6c649,18,F,Tamil Nadu,Chennai,Retail,Premium,Home Loan,2024-07-17,18-25,South
1720,05608fe5-186f-4b62-8814-23042d144af7,21,M,Haryana,Gurugram,Corporate,Premium,Personal Loan,2024-04-15,18-25,North
1721,273be269-5c1a-4377-b97c-a7998f077f50,61,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-12-19,56-65,West
1722,b4c4820b-7761-4041-88c6-e9c693672b59,25,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2025-11-18,18-25,South
1723,805254c8-b03b-45d4-8e58-d618ed1d62ea,45,F,Maharashtra,Pune,Retail,Premium,Credit Card,2024-04-18,36-45,West
1724,5fc7c15e-df06-421e-a70c-2c2deb7e9e83,29,M,Telangana,Hyderabad,Retail,Premium,Personal Loan,2023-03-23,26-35,South
1725,aae5f310-49af-4d49-a999-dd1b6579fb89,38,M,Delhi,Delhi,Corporate,Mass,Credit Card,2024-11-19,36-45,North
1726,4ca2ddb1-ef7d-4b66-94c6-3730d803b883,30,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2024-06-09,26-35,West
